--------- beginning of main
03-03 05:14:10.651 W/auditd  (  336): type=2000 audit(0.0:1): initialized
--------- beginning of system
03-03 05:14:13.488 I/vold    (  339): Vold 3.0 (the awakening) firing up
03-03 05:14:13.488 V/vold    (  339): Detected support for: ext4 vfat
03-03 05:14:13.751 I/rmt_storage(  373): Shared memory initialised successfully.
12-22 06:59:07.202 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.202 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.202 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.202 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.203 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.203 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.203 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.203 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.203 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.204 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.204 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.204 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.204 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.204 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.205 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.205 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.205 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.205 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.205 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.205 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.206 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.206 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.206 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.206 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.206 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.206 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.206 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.206 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.206 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.207 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.207 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.207 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.207 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.207 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.207 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.208 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.208 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.208 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.208 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.208 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.208 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.208 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.208 D/vold    (  339): Disk at 253:0 changed
12-22 06:59:07.209 I/Atfwd_Daemon(  515): result : 255 	 ,Init step :0 	 ,qmiErrorCode: 0
12-22 06:59:07.209 I/Atfwd_Daemon(  515): result : 0 	 ,Init step :1 	 ,qmiErrorCode: 0
12-22 06:59:07.210 I/ServiceManager(  515): Waiting for service AtCmdFwd...
12-22 06:59:07.214 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.214 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.215 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.215 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.215 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.215 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.215 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.215 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.215 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.215 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.215 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.215 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.215 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.215 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.216 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.216 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.216 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.216 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.216 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.216 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.217 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.217 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.217 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.217 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.217 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.217 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.217 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.217 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.217 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.217 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.218 I/ThermalEngine(  496): qmi: Instance id 157 for fusion TS
12-22 06:59:07.219 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.219 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.219 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.219 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.219 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.219 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.219 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.219 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.219 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.219 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.220 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.220 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.220 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.220 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.220 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.220 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.220 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.220 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.220 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.220 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.221 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.221 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.221 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.221 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.221 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.221 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.221 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.221 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.221 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.221 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.223 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.223 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.223 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.223 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.223 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.224 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.224 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.224 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.224 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.224 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.229 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.229 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.229 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.229 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.229 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.229 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.229 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.230 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.230 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.230 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.230 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.230 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.230 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.230 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.230 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.231 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.231 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.231 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.231 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.231 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.232 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.232 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.232 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.232 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.232 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.233 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.233 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.233 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.233 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.233 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.233 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.234 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.234 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.234 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.234 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.235 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.235 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.235 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.235 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.235 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.235 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.235 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.235 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.235 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.236 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.236 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.236 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.236 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.236 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.236 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.237 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.237 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.237 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.237 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.237 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.237 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.238 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.238 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.238 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.238 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.238 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.238 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.238 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.238 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.239 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.239 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.239 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.239 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.239 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.239 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.240 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.240 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.240 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.240 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.240 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.242 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.242 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.242 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.242 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.242 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.242 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.242 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.242 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.242 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.242 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.243 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.243 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.243 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.243 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.243 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.244 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.244 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.244 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.244 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.244 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.244 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.244 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.244 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.244 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.244 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.245 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.245 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.245 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.245 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.245 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.245 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.245 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.245 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.245 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.245 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.246 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 06:59:07.246 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 06:59:07.246 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 06:59:07.246 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.246 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.246 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.246 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 06:59:07.246 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 06:59:07.246 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.246 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.247 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 06:59:07.247 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 06:59:07.247 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 06:59:07.247 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 06:59:07.247 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 06:59:07.247 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 06:59:07.247 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
